Indicator,continent,code,country,year,sex,Suicide Rate
Age-standardized suicide rates (per 100 000 population),Europe,CZE,Czechia,2016,Female,4.11
Age-standardized suicide rates (per 100 000 population),Europe,CYP,Cyprus,2016,Both sexes,4.15
Age-standardized suicide rates (per 100 000 population),Europe,ALB,Albania,2016,Both sexes,4.17
Age-standardized suicide rates (per 100 000 population),Western Pacific,PHL,Philippines,2016,Male,4.17
Age-standardized suicide rates (per 100 000 population),Americas,TTO,Trinidad and Tobago,2016,Female,4.21
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,TUN,Tunisia,2016,Male,4.22
Age-standardized suicide rates (per 100 000 population),Western Pacific,VNM,Viet Nam,2016,Female,4.24
Age-standardized suicide rates (per 100 000 population),Americas,ECU,Ecuador,2016,Female,4.26
Age-standardized suicide rates (per 100 000 population),Europe,DEU,Germany,2016,Female,4.34
Age-standardized suicide rates (per 100 000 population),Europe,ITA,Italy,2016,Both sexes,4.35
Age-standardized suicide rates (per 100 000 population),Africa,GAB,Gabon,2016,Female,4.4
Age-standardized suicide rates (per 100 000 population),Europe,DNK,Denmark,2016,Female,4.4
Age-standardized suicide rates (per 100 000 population),Europe,ARM,Armenia,2016,Both sexes,4.43
Age-standardized suicide rates (per 100 000 population),South-East Asia,TLS,Timor-Leste,2016,Both sexes,4.45
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,OMN,Oman,2016,Both sexes,4.52
Age-standardized suicide rates (per 100 000 population),Americas,HND,Honduras,2016,Male,4.54
Age-standardized suicide rates (per 100 000 population),Americas,NIC,Nicaragua,2016,Both sexes,4.59
Age-standardized suicide rates (per 100 000 population),Europe,LUX,Luxembourg,2016,Female,4.61
Age-standardized suicide rates (per 100 000 population),Americas,BOL,Bolivia (Plurinational State of),2016,Female,4.67
Age-standardized suicide rates (per 100 000 population),South-East Asia,MDV,Maldives,2016,Male,4.72
Age-standardized suicide rates (per 100 000 population),Europe,UKR,Ukraine,2016,Female,4.74
Age-standardized suicide rates (per 100 000 population),Western Pacific,TON,Tonga,2016,Both sexes,4.77
Age-standardized suicide rates (per 100 000 population),Europe,EST,Estonia,2016,Female,4.79
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,QAT,Qatar,2016,Both sexes,4.83
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,SDN,Sudan,2016,Both sexes,4.84
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,PAK,Pakistan,2016,Female,4.93
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,LBY,Libya,2016,Both sexes,4.95
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,ARE,United Arab Emirates,2016,Both sexes,4.97
Age-standardized suicide rates (per 100 000 population),Africa,COD,Democratic Republic of the Congo,2016,Female,4.99
Age-standardized suicide rates (per 100 000 population),Americas,SUR,Suriname,2016,Male,40.31
Age-standardized suicide rates (per 100 000 population),Africa,ZAF,South Africa,2016,Male,41.04
Age-standardized suicide rates (per 100 000 population),Africa,LSO,Lesotho,2016,Female,41.94
Age-standardized suicide rates (per 100 000 population),Western Pacific,FSM,Micronesia (Federated States of),2016,Male,43.35
Age-standardized suicide rates (per 100 000 population),Africa,MOZ,Mozambique,2016,Male,43.53
Age-standardized suicide rates (per 100 000 population),Africa,CAF,Central African Republic,2016,Male,44.04
Age-standardized suicide rates (per 100 000 population),Africa,ZWE,Zimbabwe,2016,Male,44.48
Age-standardized suicide rates (per 100 000 population),Africa,SWZ,Eswatini,2016,Both sexes,46.24
Age-standardized suicide rates (per 100 000 population),Europe,RUS,Russian Federation,2016,Male,47.72
Age-standardized suicide rates (per 100 000 population),Europe,LTU,Lithuania,2016,Male,48.63
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,EGY,Egypt,2016,Male,5
Age-standardized suicide rates (per 100 000 population),Europe,HRV,Croatia,2016,Female,5
Age-standardized suicide rates (per 100 000 population),Europe,FRA,France,2016,Female,5
Age-standardized suicide rates (per 100 000 population),Africa,KEN,Kenya,2016,Female,5.01
Age-standardized suicide rates (per 100 000 population),Europe,ISR,Israel,2016,Both sexes,5.03
Age-standardized suicide rates (per 100 000 population),South-East Asia,BTN,Bhutan,2016,Both sexes,5.05
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,YEM,Yemen,2016,Female,5.07
Age-standardized suicide rates (per 100 000 population),Africa,AGO,Angola,2016,Female,5.1
Age-standardized suicide rates (per 100 000 population),Europe,SVN,Slovenia,2016,Female,5.11
Age-standardized suicide rates (per 100 000 population),Western Pacific,CHN,China,2016,Female,5.11
Age-standardized suicide rates (per 100 000 population),Europe,MLT,Malta,2016,Both sexes,5.12
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,MAR,Morocco,2016,Female,5.14
Age-standardized suicide rates (per 100 000 population),Western Pacific,SGP,Singapore,2016,Female,5.16
Age-standardized suicide rates (per 100 000 population),Europe,SRB,Serbia,2016,Female,5.24
Age-standardized suicide rates (per 100 000 population),Africa,RWA,Rwanda,2016,Female,5.3
Age-standardized suicide rates (per 100 000 population),Western Pacific,PNG,Papua New Guinea,2016,Male,5.31
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,IRQ,Iraq,2016,Both sexes,5.33
Age-standardized suicide rates (per 100 000 population),Africa,ETH,Ethiopia,2016,Female,5.34
Age-standardized suicide rates (per 100 000 population),Africa,MRT,Mauritania,2016,Both sexes,5.36
Age-standardized suicide rates (per 100 000 population),Western Pacific,MYS,Malaysia,2016,Both sexes,5.37
Age-standardized suicide rates (per 100 000 population),Europe,TJK,Tajikistan,2016,Both sexes,5.38
Age-standardized suicide rates (per 100 000 population),South-East Asia,BGD,Bangladesh,2016,Male,5.45
Age-standardized suicide rates (per 100 000 population),Americas,CAN,Canada,2016,Female,5.47
Age-standardized suicide rates (per 100 000 population),Africa,CIV,Côte d’Ivoire,2016,Female,5.48
Age-standardized suicide rates (per 100 000 population),Europe,LVA,Latvia,2016,Female,5.5
Age-standardized suicide rates (per 100 000 population),Africa,CPV,Cabo Verde,2016,Female,5.51
Age-standardized suicide rates (per 100 000 population),Europe,UZB,Uzbekistan,2016,Female,5.52
Age-standardized suicide rates (per 100 000 population),Europe,CHE,Switzerland,2016,Female,5.52
Age-standardized suicide rates (per 100 000 population),Africa,MDG,Madagascar,2016,Female,5.53
Age-standardized suicide rates (per 100 000 population),Africa,SEN,Senegal,2016,Female,5.54
Age-standardized suicide rates (per 100 000 population),Europe,ESP,Spain,2016,Both sexes,5.54
Age-standardized suicide rates (per 100 000 population),Western Pacific,AUS,Australia,2016,Female,5.56
Age-standardized suicide rates (per 100 000 population),Americas,MEX,Mexico,2016,Both sexes,5.57
Age-standardized suicide rates (per 100 000 population),Americas,PRY,Paraguay,2016,Both sexes,5.64
Age-standardized suicide rates (per 100 000 population),Europe,AUT,Austria,2016,Female,5.65
Age-standardized suicide rates (per 100 000 population),Europe,GRC,Greece,2016,Male,5.67
Age-standardized suicide rates (per 100 000 population),Americas,BRA,Brazil,2016,Both sexes,5.67
Age-standardized suicide rates (per 100 000 population),Europe,ALB,Albania,2016,Male,5.7
Age-standardized suicide rates (per 100 000 population),Americas,PAN,Panama,2016,Male,5.72
Age-standardized suicide rates (per 100 000 population),South-East Asia,MMR,Myanmar,2016,Male,5.74
Age-standardized suicide rates (per 100 000 population),Western Pacific,KHM,Cambodia,2016,Both sexes,5.75
Age-standardized suicide rates (per 100 000 population),Americas,SLV,El Salvador,2016,Both sexes,5.77
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,QAT,Qatar,2016,Male,5.81
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,AFG,Afghanistan,2016,Female,5.83
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,SAU,Saudi Arabia,2016,Both sexes,5.9
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,ARE,United Arab Emirates,2016,Male,5.92
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,IRN,Iran (Islamic Republic of),2016,Both sexes,5.92
Age-standardized suicide rates (per 100 000 population),Europe,NLD,Netherlands,2016,Female,5.93
Age-standardized suicide rates (per 100 000 population),Europe,BLR,Belarus,2016,Female,5.96
Age-standardized suicide rates (per 100 000 population),Western Pacific,KIR,Kiribati,2016,Male,55.03
Age-standardized suicide rates (per 100 000 population),Western Pacific,NZL,New Zealand,2016,Female,6
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,AFG,Afghanistan,2016,Both sexes,6.01
Age-standardized suicide rates (per 100 000 population),Africa,COM,Comoros,2016,Female,6.03
Age-standardized suicide rates (per 100 000 population),Western Pacific,FJI,Fiji,2016,Female,6.09
Age-standardized suicide rates (per 100 000 population),Europe,HUN,Hungary,2016,Female,6.09
Age-standardized suicide rates (per 100 000 population),Africa,MLI,Mali,2016,Female,6.12
Age-standardized suicide rates (per 100 000 population),Africa,NAM,Namibia,2016,Female,6.13
Age-standardized suicide rates (per 100 000 population),Europe,FIN,Finland,2016,Female,6.14
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,AFG,Afghanistan,2016,Male,6.15
Age-standardized suicide rates (per 100 000 population),Western Pacific,LAO,Lao People's Democratic Republic,2016,Both sexes,6.18
Age-standardized suicide rates (per 100 000 population),Americas,BHS,Bahamas,2016,Male,6.18
Age-standardized suicide rates (per 100 000 population),Americas,GTM,Guatemala,2016,Both sexes,6.21
Age-standardized suicide rates (per 100 000 population),Africa,LBR,Liberia,2016,Female,6.22
Age-standardized suicide rates (per 100 000 population),Americas,USA,United States of America,2016,Female,6.27
Age-standardized suicide rates (per 100 000 population),Western Pacific,MNG,Mongolia,2016,Female,6.28
Age-standardized suicide rates (per 100 000 population),Africa,BEN,Benin,2016,Female,6.34
Age-standardized suicide rates (per 100 000 population),Western Pacific,TON,Tonga,2016,Male,6.42
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,SDN,Sudan,2016,Male,6.44
Age-standardized suicide rates (per 100 000 population),Africa,GMB,Gambia,2016,Female,6.45
Age-standardized suicide rates (per 100 000 population),Africa,SSD,South Sudan,2016,Both sexes,6.48
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,BHR,Bahrain,2016,Both sexes,6.48
Age-standardized suicide rates (per 100 000 population),Africa,NER,Niger,2016,Female,6.49
Age-standardized suicide rates (per 100 000 population),South-East Asia,TLS,Timor-Leste,2016,Male,6.5
Age-standardized suicide rates (per 100 000 population),Europe,AZE,Azerbaijan,2016,Male,6.51
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,OMN,Oman,2016,Male,6.52
Age-standardized suicide rates (per 100 000 population),South-East Asia,LKA,Sri Lanka,2016,Female,6.56
Age-standardized suicide rates (per 100 000 population),Europe,BGR,Bulgaria,2016,Both sexes,6.57
Age-standardized suicide rates (per 100 000 population),Europe,TKM,Turkmenistan,2016,Both sexes,6.59
Age-standardized suicide rates (per 100 000 population),Europe,LTU,Lithuania,2016,Female,6.61
Age-standardized suicide rates (per 100 000 population),Americas,LCA,Saint Lucia,2016,Both sexes,6.65
Age-standardized suicide rates (per 100 000 population),Americas,BLZ,Belize,2016,Both sexes,6.67
Age-standardized suicide rates (per 100 000 population),Africa,ZMB,Zambia,2016,Female,6.73
Age-standardized suicide rates (per 100 000 population),South-East Asia,BTN,Bhutan,2016,Male,6.74
Age-standardized suicide rates (per 100 000 population),Americas,DOM,Dominican Republic,2016,Both sexes,6.77
Age-standardized suicide rates (per 100 000 population),Africa,BDI,Burundi,2016,Female,6.85
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,LBY,Libya,2016,Male,6.86
Age-standardized suicide rates (per 100 000 population),Americas,COL,Colombia,2016,Male,6.86
Age-standardized suicide rates (per 100 000 population),Europe,ITA,Italy,2016,Male,6.94
Age-standardized suicide rates (per 100 000 population),Africa,BFA,Burkina Faso,2016,Female,6.96
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,YEM,Yemen,2016,Both sexes,6.98
Age-standardized suicide rates (per 100 000 population),Western Pacific,CHN,China,2016,Both sexes,6.99
Age-standardized suicide rates (per 100 000 population),Americas,GUY,Guyana,2016,Male,63.84
Age-standardized suicide rates (per 100 000 population),South-East Asia,PRK,Democratic People's Republic of Korea,2016,Female,7.12
Age-standardized suicide rates (per 100 000 population),Africa,COG,Congo,2016,Female,7.12
Age-standardized suicide rates (per 100 000 population),Africa,GNB,Guinea-Bissau,2016,Female,7.12
Age-standardized suicide rates (per 100 000 population),Africa,MRT,Mauritania,2016,Male,7.13
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,SOM,Somalia,2016,Female,7.2
Age-standardized suicide rates (per 100 000 population),Europe,CYP,Cyprus,2016,Male,7.2
Age-standardized suicide rates (per 100 000 population),Africa,NGA,Nigeria,2016,Both sexes,7.22
Age-standardized suicide rates (per 100 000 population),Africa,TGO,Togo,2016,Female,7.22
Age-standardized suicide rates (per 100 000 population),Europe,TJK,Tajikistan,2016,Male,7.23
Age-standardized suicide rates (per 100 000 population),Africa,TCD,Chad,2016,Female,7.24
Age-standardized suicide rates (per 100 000 population),Europe,MKD,The former Yugoslav Republic of Macedonia,2016,Both sexes,7.27
Age-standardized suicide rates (per 100 000 population),Americas,CRI,Costa Rica,2016,Both sexes,7.29
Age-standardized suicide rates (per 100 000 population),Western Pacific,SGP,Singapore,2016,Both sexes,7.3
Age-standardized suicide rates (per 100 000 population),Europe,NOR,Norway,2016,Female,7.31
Age-standardized suicide rates (per 100 000 population),Europe,PRT,Portugal,2016,Both sexes,7.38
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,MAR,Morocco,2016,Both sexes,7.41
Age-standardized suicide rates (per 100 000 population),Americas,BOL,Bolivia (Plurinational State of),2016,Both sexes,7.43
Age-standardized suicide rates (per 100 000 population),Europe,SWE,Sweden,2016,Female,7.48
Age-standardized suicide rates (per 100 000 population),Europe,LUX,Luxembourg,2016,Both sexes,7.55
Age-standardized suicide rates (per 100 000 population),Western Pacific,VNM,Viet Nam,2016,Both sexes,7.58
Age-standardized suicide rates (per 100 000 population),Africa,MUS,Mauritius,2016,Both sexes,7.58
